10_56_beat1,10_44_beat2,10_66_beat3,10_14_beat4,10_86_beat5,10_67_beat6,10_94_beat1,10_68_beat2,10_98_beat3,10_98_beat4,10_36_beat5
-0.1105138153952863,-0.1026576012685063,-0.077814310811262,-0.1734876706956343,-0.0375380572901792,-0.1220983878818189,,,,,
-0.1112242566155487,-0.1030228970825405,-0.0834412687396765,-0.1753870855653735,-0.0405069619131812,-0.1210586275892097,,,,,
-0.1115371552757973,-0.1029015627229247,-0.0883819803688784,-0.1757444120989919,-0.0428909166989654,-0.1192125311817933,,,,,
-0.1113906774898889,-0.1021990950472411,-0.0925186728690228,-0.1743843303430655,-0.0446410285706199,-0.1165053374542836,,,,,
-0.1107224642672212,-0.100823071549951,-0.0957437397099082,-0.1711633519088225,-0.0457199957097241,-0.1128875920736964,,,,,
-0.1094714714756439,-0.098686208582217,-0.0979625829303292,-0.1659774627643799,-0.0461031153080874,-0.1083182520725696,,,,,
-0.1075800490285852,-0.0957096474604483,-0.0990961813133527,-0.1587686476742689,-0.0457789938075081,-0.1027679299599082,,,,,
-0.1049961924742464,-0.0918263652256779,-0.0990833153726996,-0.1495299294900289,-0.0447499489421268,-0.0962220930795567,,,,,
-0.1016758822232108,-0.0869845852487413,-0.097882390112697,-0.1383086260761664,-0.0430320964361917,-0.0886840234697936,,,,,
-0.0975854104994183,-0.0811510452607588,-0.0954728077681789,-0.1252076150368504,-0.0406551164600149,-0.0801773446169465,,,,,
-0.0927035851265384,-0.0743139681239942,-0.0918558549954104,-0.1103844940809794,-0.0376616973192809,-0.0707479345413087,,,,,
-0.087023693888643,-0.0664855754111967,-0.0870550815865064,-0.0940486259338851,-0.0341066577804225,-0.0604650692318782,,,,,
-0.0805551148208801,-0.0577039872333145,-0.0811161600769482,-0.0764561557406375,-0.0300557556543369,-0.0494216751961784,,,,,
-0.0733244675435752,-0.0480343648608248,-0.0741062276529264,-0.0579031814705071,-0.0255841988885917,-0.0377336126988365,,,,,
-0.065376219131809,-0.0375691759552082,-0.066112723951772,-0.0387173398600665,-0.0207748862597951,-0.0255379596437578,,,,,
-0.056772684367708,-0.0264274951958646,-0.0572417507978016,-0.0192481383102763,-0.0157164172602514,-0.0129903174576427,,,,,
-0.0475933926263507,-0.0147532943723481,-0.0476159923182072,0.0001435859782019,-0.0105009238465919,-0.0002612123834548,,,,,
-0.037933829080098,-0.0027127236237671,-0.0373722456687356,0.0190966664825012,-0.0052217887634867,0.0124682839111159,,,,,
-0.0279035928065307,0.0095095631406066,-0.0266586231584946,0.0372606425420312,2.8675561984565948e-05,0.0250115439916688,,,,,
-0.0176240454473088,0.0217149340156899,-0.0156314955338625,0.0543064128749415,0.0051615083352881,0.0371817746481989,,,,,
-0.0072255487377995,0.0336960037775775,-0.0044522533921121,0.0699361188647733,0.0100932621226056,0.0487975681867973,,,,,
0.0031555943334124,0.0452423653777701,0.0067160312188093,0.0838919133623055,0.0147479693704966,0.0596883604493555,,,,,
0.0133803727638325,0.0561466074155697,0.0177119585982162,0.0959633267756926,0.0190588468261519,0.0696995411406235,,,,,
0.0233103548663945,0.0662103811070592,0.028379086823538,0.1059930041443066,0.0229696835657648,0.0786969785289962,,,,,
0.032810918268775,0.0752502783945524,0.0385690682099608,0.1138806495075845,0.0264358734261124,0.0865707523751811,,,,,
0.041754325040113,0.0831032941113996,0.0481445608946411,0.1195850741587414,0.0294250685418316,0.0932379333434787,,,,,
0.0500225609849211,0.0896316681391167,0.0569818451804728,0.123124303027159,0.0319174462212,0.0986443001417087,,,,,
0.0575098753030311,0.0947269361058822,0.0649730805880647,0.1245737500703023,0.0339055960445312,0.1027649425563876,,,,,
0.064124972715333,0.0983130561766796,0.0720281471814573,0.1240625311227758,0.0353940474622813,0.1056037548803432,,,,,
0.0697928234118248,0.1003485210944772,0.0780760244396076,0.1217680422021557,0.036398469584286,0.1071918761719781,,,,,
0.0744560661925539,0.1008274055328874,0.0830656731620632,0.1179089921200435,0.0369445836329265,0.1075851786573912,,,,,
0.0780759873982769,0.0997793368590847,0.086966400362543,0.1127371375570584,0.0370668346950134,0.1068609418946446,,,,,
0.0806330637495329,0.097268411729109,0.0897677031549531,0.1065280221096173,0.0368068733856725,0.1051138774751715,,,,,
0.0821270620531465,0.0933911118057116,0.0914786045174379,0.0995710634037138,0.0362119000490925,0.10245168725977,,,,,
0.0825766938077252,0.0882733000443714,0.0921265107992156,0.0921593601342849,0.0353329241691112,0.0989903485244597,,,,,
0.082018829080286,0.0820664047743831,0.0917556372329878,0.0845796013730842,0.0342229899687357,0.0948493233789125,,,,,
0.0805072824619761,0.0749429217108817,0.0904250627404234,0.0771024532311678,0.0329354162764955,0.090146888371909,,,,,
0.0781111944541151,0.0670913830470767,0.0882064879571396,0.0699737740020108,0.0315220952631857,0.0849957733955123,,,,,
0.0749130434768803,0.0587109568942168,0.08518177976925,0.0634069699810737,0.0300318911822755,0.0794992862574657,,,,,
0.0710063359063544,0.0500058487764254,0.0814403913017838,0.0575767525034635,0.0285091772606841,0.0737480798648907,,,,,
0.0664930336880087,0.0411796789993854,0.0770767479297897,0.0526144953130228,0.0269925467299389,0.0678176925483555,,,,,
0.0614807909401753,0.0324300051856874,0.072187687097743,0.0486053236324642,0.0255137327310726,0.0617669590593743,,,,,
0.0560800818338926,0.0239431485389706,0.0668700326385925,0.0455869957168364,0.0240967710450935,0.0556373510717062,,,,,
0.0504013104573536,0.0158894665973978,0.061218374062929,0.0435505673537975,0.0227574383613429,0.0494532626283043,,,,,
0.0445519977649224,0.0084191957630929,0.0553231096137856,0.0424427623413252,0.0215029959616917,0.0432232091091498,,,,,
0.0386341401407923,0.0016589650658177,0.0492687998242174,0.0421699096508026,0.0203322632663497,0.0369418598613079,,,,,
0.0327418284690089,-0.0042909404936293,0.0431328660184956,0.0426032526835011,0.019236037013383,0.0305927778634023,,,,,
0.0269592062792794,-0.00935851215333,0.0369846553328511,0.0435853891861027,0.0181978597256713,0.0241516991997799,,,,,
0.0213588311556031,-0.0135011131171519,0.0308848800519626,0.0449375630231311,0.017195125616876,0.0175901554597904,,,,,
0.0160004860718106,-0.0167057270883118,0.0248854242691171,0.0464675023000095,0.0162004934860972,0.0108792270878915,,,,,
0.010930467870191,-0.0189883686839819,0.0190294954508115,0.0479774840042585,0.0151835553583945,0.0039932167060126,,,,,
0.0061813599862853,-0.0203926837809394,0.013352083262921,0.0492723051185995,0.0141126883188336,-0.0030869523243763,,,,,
0.0017722768829486,-0.020987786578555,0.0078806741182265,0.0501668549307088,0.0129569972499496,-0.0103707781107089,,,,,
-0.0022904504872539,-0.0208653985038982,0.0026361585125996,0.0504930124816102,0.0116882406086911,-0.0178557920742138,,,,,
-0.0060121947714772,-0.020136371478036,-0.0023661397178477,0.0501056347702601,0.0102826233651359,-0.0255258283105498,,,,,
-0.0094086178270688,-0.0189266940951576,-0.0071153869764616,0.0488874523048904,0.0087223439430483,-0.0333499977246211,,,,,
-0.0125039927028987,-0.0173730937479742,-0.0116041904755864,0.0467527449208806,0.0069967963643189,-0.0412823771459554,,,,,
-0.0153293408999527,-0.0156183603857285,-0.0158276444478549,0.0436497283364014,0.0051033528254118,-0.0492623923186016,,,,,
-0.017920468215242,-0.0138065277657802,-0.0197825303723592,0.0395616371672619,0.0030476821982104,-0.0572158494411181,,,,,
-0.0203159825301046,-0.0120780550531112,-0.0234667155243964,0.0345065406075105,0.0008435930171389,-0.065056553464315,,,,,
-0.0225553729727686,-0.0105651551715592,-0.0268787777605422,0.0285359710262344,-0.0014875779270806,-0.072688442613337,,,,,
-0.0246772231009578,-0.0093874163352215,-0.0300178669946063,0.0217324820448688,-0.0039179814100677,-0.0800081666309043,,,,,
-0.026717622001899,-0.0086478591735221,-0.0328837962359963,0.014206280352589,-0.0064146031866767,-0.0869080387179316,,,,,
-0.0287088267542247,-0.0084295629306068,-0.0354773381196639,0.0060910943545117,-0.0089408543353398,-0.0932792944739673,,,,,
-0.0306782176118344,-0.0087929797426193,-0.0378006873189723,-0.0024605466863636,-0.0114583072730706,-0.0990155913430946,,,,,
-0.0326475737759317,-0.0097740359686264,-0.0398580360112188,-0.0112824458848535,-0.013928478572858,-0.1040166760070163,,,,,
-0.0346326830355157,-0.0113830944492428,-0.0416561999015761,-0.0202001095770391,-0.016314564205881,-0.1081921334971886,,,,,
-0.0366432832100179,-0.0136048220174386,-0.0432052276156257,-0.0290361879052564,-0.0185830419122709,-0.1114651114870726,,,,,
-0.0386833176822506,-0.016398973368194,-0.0445189274567348,-0.0376158272386683,-0.0207050675706591,-0.1137758893003619,,,,,
-0.0407514721843715,-0.0197020668370399,-0.0456152524316932,-0.0457717880880576,-0.022657606767316,-0.115085138047286,,,,,
-0.0428419465691982,-0.0234298917318162,-0.0465164958674387,-0.053349194438319,-0.0244242587945681,-0.1153767011388532,,,,,
-0.044945404696965,-0.0274807527989676,-0.0472492640203368,-0.0602097931616605,-0.0259957474111294,-0.1146597182732988,,,,,
-0.0470500384867702,-0.0317393272001288,-0.047844206872828,-0.0662356156444977,-0.0273700700358543,-0.1129699246268692,,,,,
-0.0491426788749957,-0.0360809849038757,-0.048335502393493,-0.0713319485123768,-0.028552314045514,-0.1103699820624621,,,,,
-0.0512098869014942,-0.0403764062425634,-0.048760102261924,-0.0754295370167444,-0.0295541650218466,-0.106948739832379,,,,,
-0.0532389621854257,-0.0444963212236265,-0.0491567583187001,-0.0784859637331517,-0.0303931460732472,-0.1028193751997897,,,,,
-0.0552188130392826,-0.0483161935577479,-0.0495648588465451,-0.0804861669492142,-0.0310916382850728,-0.0981164245529895,,,,,
-0.0571406415145114,-0.0517206772000471,-0.0500231122629476,-0.0814420876644068,-0.0316757391565444,-0.092991777210677,,,,,
-0.0589984071064229,-0.054607683394347,-0.0505681229026968,-0.0813914615123445,-0.0321740189470396,-0.0876097620883165,,,,,
-0.060789044395866,-0.05689191096078,-0.0512329092367065,-0.0803958014565447,-0.0326162349809318,-0.0821415079759243,,,,,
-0.0625124223012128,-0.0585077117331456,-0.0520454190064499,-0.0785376469283948,-0.033032061393059,-0.0767587990323262,,,,,
-0.0641710453680417,-0.0594111871144859,-0.0530270981985999,-0.0759171825141534,-0.0334498861872024,-0.0716276768012166,,,,,
-0.0657695101531144,-0.0595814408791568,-0.0541915713473266,-0.0726483520281525,-0.0338957187234708,-0.0669020576273165,,,,,
-0.0673137418448984,-0.0590209468258398,-0.05554348910478,-0.0688546106354246,-0.0343922396583371,-0.0627176393086541,,,,,
-0.0688100471709276,-0.0577550262241933,-0.0570775951442012,-0.0646644683563862,-0.0349580134800225,-0.0591863635008902,,,,,
-0.0702640285560984,-0.0558304674440836,-0.0587780581984062,-0.0602069829872854,-0.0356068726466447,-0.0563916818470769,,,,,
-0.0716794110114049,-0.0533133565573455,-0.0606181067061306,-0.0556073598592804,-0.0363474728338925,-0.0543848451496172,,,,,
-0.0730568377523726,-0.0502862208306744,-0.0625599937302525,-0.0509828110606822,-0.037183011196428,-0.0531823969448523,,,,,
-0.074392693853706,-0.0468446153018124,-0.0645553089508147,-0.046438818544483,-0.0381110940152525,-0.0527650064155944,,,,,
-0.0756780197393636,-0.0430933050680823,-0.0665456428677824,-0.0420659335281474,-0.039123736953151,-0.0530777220177806,,,,,
-0.0768975776318061,-0.0391422114450806,-0.0684635965421762,-0.0379372274572835,-0.0402074804356967,-0.0540316686054911,,,,,
-0.0780291333418003,-0.0351022974872056,-0.0702341194444924,-0.034106486495924,-0.0413436038502659,-0.0555071497787847,,,,,
,,,,,,-0.0954346908440474,-0.072490299159646,-0.0483934088996137,-0.1119037271550108,-0.0374341904433554
,,,,,,-0.0953215822616272,-0.0705646442286499,-0.0499953517996721,-0.1113736820683664,-0.035454174676196
,,,,,,-0.0946071694151172,-0.068277694680276,-0.0513569619143062,-0.1097390808919069,-0.0333048045113514
,,,,,,-0.0931969242802207,-0.0656453003617519,-0.0524026778294068,-0.106935519071223,-0.030991852287172
,,,,,,-0.0910008156121092,-0.0626896264241767,-0.0530540144491479,-0.1029273145135389,-0.0285166157696145
,,,,,,-0.0879369937530662,-0.0594389576119514,-0.0532318709917778,-0.0977105149898715,-0.0258755588627309
,,,,,,-0.0839355700305172,-0.0559273147578089,-0.0528591526453496,-0.0913147414147961,-0.0230604062074416
,,,,,,-0.078942321500106,-0.052193882939599,-0.0518636138806258,-0.0838036952469645,-0.0200586702521442
,,,,,,-0.0729221383198201,-0.0482822597197752,-0.050180809484289,-0.0752742301120319,-0.0168545688703075
,,,,,,-0.0658620283148626,-0.0442395415079982,-0.0477570234899226,-0.0658539749394176,-0.0134302738316409
,,,,,,-0.0577735026395823,-0.0401152755148654,-0.0445520379661365,-0.0556975915018938,-0.0097674158059857
,,,,,,-0.048694188299504,-0.0359603130854881,-0.0405416037556785,-0.0449818437909335,-0.0058487605822391
,,,,,,-0.0386885469976896,-0.0318256064381248,-0.035719483584653,-0.0338997396051453,-0.0016599641437858
,,,,,,-0.0278476229858445,-0.0277609941499043,-0.0300989540663333,-0.0226540665613377,0.0028086889058718
,,,,,,-0.0162877912737347,-0.0238140208348645,-0.0237136764154141,-0.0114506787798209,0.0075606586375655
,,,,,,-0.0041485272217364,-0.0200288337941348,-0.0166178746980935,-0.0004918935536883,0.012591725827504
,,,,,,0.0084107339814744,-0.016445194937417,-0.0088857926516102,0.0100296702201202,0.0178888534472878
,,,,,,0.0212145359289366,-0.0130976408968597,-0.0006104329234428,0.0199365337878607,0.0234294032504276
,,,,,,0.034075987498394,-0.0100148184321887,0.0080983856759035,0.02907087413426,0.0291807595418153
,,,,,,0.0468018159889013,-0.0072190159473427,0.0171165876214258,0.0372979869443813,0.0351003914918977
,,,,,,0.0591976836819787,-0.0047259049580372,0.026308925010208,0.0445086493939912,0.0411363632134697
,,,,,,0.0710735537535107,-0.0025444973685808,0.0355324730064126,0.0506204062911846,0.0472282787368547
,,,,,,0.0822488929032188,-0.0006773152959177,0.044640406320666,0.0555778612119828,0.0533086277548502
,,,,,,0.0925575112725312,0.0008792396833848,0.0534859164954953,0.0593520962639921,0.0593044779917516
,,,,,,0.1018518628113444,0.0021343404284623,0.0619261258169504,0.0619393690217974,0.0651394421774012
,,,,,,0.1100066583300955,0.0031020413247416,0.069825855929903,0.0633592444187239,0.0707358334105781
,,,,,,0.1169216769269796,0.0038004730784637,0.0770611176572509,0.0636523162116734,0.0760169137487431
,,,,,,0.1225236981385282,0.0042509610586033,0.0835222026836318,0.0628776610038646,0.0809091380348219
,,,,,,0.1267675161015996,0.0044771021075241,0.0891162765981939,0.0611101510359545,0.0853442982063479
,,,,,,0.1296360368914913,0.0045038328542466,0.0937693948236629,0.058437732224402,0.089261482002706
,,,,,,0.1311394991107662,0.0043565206207117,0.0974278867259975,0.0549587528013266,0.0926087731893268
,,,,,,0.1313138935702973,0.0040601060998457,0.1000590774102987,0.0507794068658149,0.0953446368688213
,,,,,,0.1302186883125161,0.0036383247567774,0.1016513404049744,0.046011337329484,0.0974389515479192
,,,,,,0.1279339882003249,0.0031130311673841,0.1022134973596193,0.0407694244707931,0.0988736678899164
,,,,,,0.1245572723808191,0.0025036472241214,0.1017736034703011,0.0351697694064538,0.099643091447445
,,,,,,0.1201998579477245,0.0018267510375351,0.1003771799039845,0.0293278663934762,0.0997538023954088
,,,,,,0.1149832352284231,0.0010958179465427,0.0980849762004011,0.0233569450624836,0.0992242385371672
,,,,,,0.1090354109165327,0.0003211181968528,0.0949703645122053,0.0173664550589927,0.0980839776820991
,,,,,,0.1024873808906598,-0.0004902318003689,0.0911164815914802,0.0114606622735164,0.0963727615267666
,,,,,,0.0954698359541017,-0.0013340751397318,0.086613242625544,0.005737327941615,0.0941393061316789
,,,,,,0.088110182528568,-0.0022088939624525,0.0815543532769017,0.0002864486148003,0.0914399450918631
,,,,,,0.080529938587039,-0.0031153848723434,0.0760344427907711,-0.0048109548409947,0.0883371511731164
,,,,,,0.0728425441884472,-0.004055955764649,0.0701464319886647,-0.0094839987822034,0.0848979806201643
,,,,,,0.0651516064144365,-0.0050341714923994,0.0639792355050872,-0.0136730351736139,0.0811924815606233
,,,,,,0.0575495808396641,-0.0060541759806465,0.0576158778224134,-0.0173306599737396,0.0772921042030485
,,,,,,0.0501168767353397,-0.0071201170191049,0.0511320778645852,-0.0204225929848511,0.073268146423335
,,,,,,0.0429213615796727,-0.0082355975360876,0.0445953283569451,-0.0229283819819161,0.0691902643556873
,,,,,,0.0360182319016521,-0.0094031744311672,0.0380644661509833,-0.0248418791241505,0.0651250739037474
,,,,,,0.0294502112131348,-0.0106239234034981,0.0315897009840501,-0.0261714365115914,0.0611348658212004
,,,,,,0.0232480311706011,-0.0118970854156394,0.0252130449394243,-0.0269397700013375,0.0572764546747353
,,,,,,0.0174311491706388,-0.0132198072045199,0.0189690646464471,-0.0271834464813203,0.0536001809221577
,,,,,,0.0120086546088776,-0.0145869847656566,0.0128858640922207,-0.0269519608036627,0.0501490850862091
,,,,,,0.0069803170067544,-0.0159912151692159,0.0069861987585291,-0.0263063853657866,0.0469582726626244
,,,,,,0.0023377318412794,-0.017422858147871,0.0012886221707284,-0.0253175974816726,0.0440544871732287
,,,,,,-0.0019344759563929,-0.0188702043960359,-0.0041914262524862,-0.024064115444257,0.0414559061512003
,,,,,,-0.0058574252640994,-0.0203197428402686,-0.0094406685557824,-0.0226296014098638,0.0391721704551428
,,,,,,-0.0094567567260279,-0.0217565150353621,-0.0144472273815807,-0.0211001159486843,0.0372046509400579
,,,,,,-0.0127614374984727,-0.0231645417095299,-0.0192000908009773,-0.0195612329400819,0.0355469483291644
,,,,,,-0.0158026114376582,-0.0245273041446894,-0.0236888143265705,-0.0180951415395525,0.0341856127079713
,,,,,,-0.0186125129687359,-0.0258282611708024,-0.0279034514659334,-0.0167778715398499,0.0331010591483012
,,,,,,-0.021223464679112,-0.0270513809578277,-0.0318346876449177,-0.0156767779042923,0.0322686463182483
,,,,,,-0.0236669811084781,-0.0281816655789559,-0.0354741405114369,-0.0148484091620125,0.0316598763339183
,,,,,,-0.0259730025743139,-0.0292056455933003,-0.0388147831915602,-0.0143368638673646,0.0312436673589888
,,,,,,-0.0281692819481295,-0.0301118219450428,-0.0418514455810724,-0.0141727118732921,0.0309876463095359
,,,,,,-0.0302809436446465,-0.0308910338304603,-0.0445813509467039,-0.0143725255041857,0.0308594080630505
,,,,,,-0.0323302276966001,-0.0315367341877126,-0.0470046497272367,-0.0149390323276246,0.0308276898358057
,,,,,,-0.0343364226162212,-0.0320451588450625,-0.049124918551112,-0.0158618684119609,0.0308634141410966
,,,,,,-0.0363159791021992,-0.0324153803189818,-0.0509495993371355,-0.0171188805853921,0.0309405600300008
,,,,,,-0.038282783877173,-0.0326492419903013,-0.0524903601552862,-0.0186778993000708,0.0310368298268216
,,,,,,-0.0402485611075128,-0.0327511726567591,-0.0537633655624135,-0.0204988807664571,0.0311340876095729
,,,,,,-0.0422233597647795,-0.0327278856176494,-0.0547894486668501,-0.0225362989524199,0.031218556364546
,,,,,,-0.0442160798841441,-0.0325879708760483,-0.0555941796697013,-0.0247416562598832,0.0312807724440317
,,,,,,-0.0462349890994722,-0.0323413935373597,-0.0562078259628792,-0.0270659772228624,0.0313153076920984
,,,,,,-0.048288182562518,-0.0319989154304794,-0.0566651973436773,-0.0294621523970555,0.0313202806448876
,,,,,,-0.0503839433732633,-0.0315714601574752,-0.0570053671693421,-0.0318870092708332,0.0312966882273217
,,,,,,-0.0525309659272051,-0.031069444577377,-0.0572712573242016,-0.0343030033248189,0.0312475981971995
,,,,,,-0.0547384105896083,-0.0305021026362394,-0.0575090728813016,-0.0366794450130634,0.031177249957163
,,,,,,-0.0570157648939508,-0.0298768305703684,-0.0577675720452287,-0.0389932063244975,0.0310901166527387
,,,,,,-0.0593724942603708,-0.0291985853785852,-0.0580971583877973,-0.0412288816782272,0.0309899838931678
,,,,,,-0.0618174740432934,-0.0284693701931319,-0.0585487854555499,-0.0433784096411594,0.0308790995915741
,,,,,,-0.0643582045181366,-0.027687839887251,-0.0591726689664536,-0.0454401917810345,0.0307574457375419
,,,,,,-0.0669998215369882,-0.0268490574583201,-0.0600168096957233,-0.0474177709621488,0.0306221770609062
,,,,,,-0.0697439285122574,-0.0259444263842172,-0.0611253410938975,-0.049318152531372,0.0304672636310978
,,,,,,-0.0725872901513591,-0.0249618165749497,-0.0625367294702108,-0.051149867751588,0.0302833640397183
,,,,,,-0.0755204441923041,-0.0238858923267294,-0.0642818705262712,-0.0529208894180953,0.0300579429413465
,,,,,,-0.0785263028924675,-0.0226986404884144,-0.0663821429139116,-0.0546365148686813,0.0297756325450467
,,,,,,-0.0815788296169463,-0.0213800863343269,-0.0688474956044231,-0.0562973318304622,0.0294188239680077
,,,,,,-0.0846418860065834,-0.0199091738964956,-0.0716746594218382,-0.057897378417286,0.0289684624168412
,,,,,,-0.0876683503932988,-0.0182647776564397,-0.0748455827097997,-0.0594226010527924,0.0284050102031684
,,,,,,-0.0905996071569015,-0.016426804687495,-0.0783261957791272,-0.0608497037449133,0.0277095336820358
,,,,,,-0.0933654989250943,-0.0143773414549379,-0.0820656077807978,-0.0621454688314161,0.026864864798328
,,,,,,-0.0958848188344689,-0.0121017978670743,-0.085995832510953,-0.063266612567394,0.0258567854804336
